Protein	Gene	Cluster	Complex	Detected	Abundance_Change	LiP_Change	FiLiP_Change	high_confidence_FiLiP	Gcn5_target	SAGA_transcript
P47054	NUP192	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P48837	NUP57	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P49686	NUP42	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52593	NUP188	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P52891	NUP84	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53011	SEH1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02199	NUP49	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q02455	MLP1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Q02629	NUP100	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Q02630	NUP116	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03790	NUP53	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04491	SEC13	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Q05166	ASM4	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12315	GLE1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12445	POM34	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
O74700	TIM9	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P32830	TIM12	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47045	TIM54	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P87108	TIM10	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
Q08749	TIM18	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12328	TIM22	79	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P14736	RAD4	13	Peptide:N-glycanase-Rad23 complex|1|2;CDC48-CDC23-UFD2 complex|1|2;Nucleotide excision repair factor 2 complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P21374	ISY1	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P24384	PRP22	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25337	BUD31	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P28004	PRP45	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P28320	YJU2	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32523	PRP19	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38241	ECM2	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38302	NTC20	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40968	CDC40	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52868	CWC23	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53277	SYF2	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53333	CWC22	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53769	CWC24	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53854	CWC25	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02521	SPP2	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02770	CWC27	19	LSM1-7-PAT1 complex|3| 8;U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 7;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32074	SEC21	95	COPI vesicle coat complex|3|7	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P40509	SEC28	95	COPI vesicle coat complex|3|7	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
P41810	SEC26	95	COPI vesicle coat complex|3|7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P41811	SEC27	95	COPI vesicle coat complex|3|7	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
P43621	RET2	95	COPI vesicle coat complex|3|7	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P53600	RET3	95	COPI vesicle coat complex|3|7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53622	COP1	95	COPI vesicle coat complex|3|7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P07703	RPC40	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P10964	RPA190	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P20434	RPB5	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P20435	RPO26	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P20436	RPB8	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P22138	RPA135	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P22139	RPB10	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P28000	RPC19	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P32529	RPA12	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40422	RPC10	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P46669	RPA43	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
P47006	RPA34	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P50106	RPA14	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q01080	RPA49	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P06700	SIR2	6	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47035	NET1	6	RENT complex|1|3	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Q00684	CDC14	6	RENT complex|1|3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40005	GIM4	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P46988	PFD1	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P48363	PAC10	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P52553	YKE2	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P53900	GIM3	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
Q04493	GIM5	90	Prefoldin co-chaperone complex|4|6	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P25342	CDC10	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32457	CDC3	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P32458	CDC11	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32468	CDC12	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Q07657	SHS1	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P14164	ABF1	9	Nucleotide excision repair factor 4 complex|1|3	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P25293	NAP1	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P53890	BNI5	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12263	GIN4	56	Gin4 serine/threonine kinase complex|3|8;Septin complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P36122	BCH2	89	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40955	CHS6	89	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05029	BCH1	89	Exomer complex|1|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q08754	BUD7	89	Exomer complex|1|5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12114	CHS5	89	Exomer complex|1|5	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
O13539	THP2	88	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P17629	HPR1	88	TREX complex|2|7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P33441	MFT1	88	TREX complex|2|7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53552	THO2	88	TREX complex|2|7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53851	TEX1	88	TREX complex|2|7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07478	SUB2	88	TREX complex|2|7	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
Q12159	YRA1	88	TREX complex|2|7	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
P33328	SNC2	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03322	TLG1	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04338	VTI1	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q08144	TLG2	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31109	SNC1	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36015	YKT6	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12255	NYV1	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31377	SYN8	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P32854	PEP12	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32867	SSO1	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40357	SEC9	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04359	SPO20	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39926	SSO2	11	Vesicular SNARE complex SSO2-SEC9-SNC2|1|3;Vesicular SNARE complex SSO2-SEC9-SNC1|1|3	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P47128	EAF6	30	INO80 chromatin remodeling complex|2|15;Swr1 chromatin remodelling complex|1| 6;NuA4 histone acetyltransferase complex|1| 5;NuA3 histone acetyltransferase complex|1| 2;Transcription factor TFIIF complex|1| 1;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P06701	SIR3	6	RENT complex|1|3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P11978	SIR4	6	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P06780	RHO1	21	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P38631	FKS1	21	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P40989	GSC2	21	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32897	TIM23	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P39515	TIM17	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P53220	TIM21	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02776	TIM50	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Q02889	MGR2	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36147	PAM17	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P38523	MGE1	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
P42949	PAM16	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q01852	TIM44	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q07914	PAM18	23	TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant|2|9;COX1 pre-assembly complex|1|1;Endonuclease SceI|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P06103	PRT1	47	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32497	NIP1	47	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
P38249	RPG1	47	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P40217	TIF34	47	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
Q04067	TIF35	47	Eukaryotic translation initiation factor 3 core complex|4|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P53861	ELA1	9	Nucleotide excision repair factor 4 complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P31383	TPD3	22	Serine/threonine-protein phosphatase PP2A variant 1|1|3;Serine/threonine-protein phosphatase PP2A variant 2|1|3;TAP42-RRD2-PPH21 phosphatase complex|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Q00362	CDC55	22	Serine/threonine-protein phosphatase PP2A variant 1|1|3;Serine/threonine-protein phosphatase PP2A variant 2|1|3;TAP42-RRD2-PPH21 phosphatase complex|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P38903	RTS1	22	Serine/threonine-protein phosphatase PP2A variant 1|1|3;Serine/threonine-protein phosphatase PP2A variant 2|1|3;TAP42-RRD2-PPH21 phosphatase complex|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P31539	HSP104	91	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P38276	YBR137W	91	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12118	SGT2	91	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
Q12125	GET4	91	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12285	MDY2	91	GET4-GET5 transmembrane domain recognition complex|3|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P25632	RSC6	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32597	STH1	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32832	NPL6	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P38210	LDB7	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38781	RSC30	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P43609	RSC8	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
Q02206	RSC4	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Q03124	RSC9	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Q06168	SFH1	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
