bait	baitGene	prey	preyGene	Quant (SPC or Intensities)	User Controls (SPC or Intensities)	CRAP Controls (SPC)	Avg. SPC	FCA	FCB	SP	iRef	intAct	iRef-Evidence	intAct-Evidence
P32494	NGG1	Q03799	MRPS8	1|1|0|2	9|7|5|4	-	1.0	0.272951922813	0.230774393683	0.0	0	0	na	na
P32494	NGG1	P39682	PRP39	1|0|1|0	0|0|0|0	-	0.5	1.48641410338	1.40455360771	0.0	0	0	na	na
P32494	NGG1	P38244	PFF1	0|0|0|1	1|0|0|0	-	0.25	0.987629935451	0.882089245751	0.0	0	0	na	na
P32494	NGG1	P38249	RPG1	42|34|39|39	32|43|34|35	-	38.5	1.05328416452	1.02376879967	0.0	0	0	na	na
P32494	NGG1	P38248	ECM33	1|2|1|1	3|2|1|3	-	1.25	0.690934431879	0.603290476268	0.0	0	0	na	na
P32494	NGG1	Q00684	CDC14	3|1|1|2	0|0|0|0	-	1.75	2.70550243311	2.60185839018	0.64	0	0	na	na
P32494	NGG1	P35844	KES1	0|1|0|1	5|3|8|4	-	0.5	0.246591753137	0.206684768152	0.0	0	0	na	na
P32494	NGG1	P32829	MRE11	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P32828	SLX5	1|1|0|1	9|6|10|13	-	0.75	0.164384087208	0.140491986705	0.0	1	1	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P53128	MET13	0|0|0|1	2|6|7|2	-	0.25	0.23643065396	0.197311016379	0.0	0	0	na	na
P32494	NGG1	Q03652	DML1	4|5|5|3	0|1|1|0	-	4.25	3.48092571013	3.08380088531	0.88	0	0	na	na
P32494	NGG1	P09624	LPD1	2|3|1|2	15|24|23|24	-	2.0	0.13271263068	0.117873488149	0.0	0	0	na	na
P32494	NGG1	Q03862	ARX1	25|20|23|18	2|3|1|1	-	21.5	8.1343170271	7.42043077971	1.0	0	0	na	na
P32494	NGG1	Q12495	RLF2	2|2|2|2	1|2|2|0	-	2.0	1.32169380471	1.11508441264	0.06	0	0	na	na
P32494	NGG1	Q12496	YOL098C	2|0|1|0	15|17|8|6	-	0.75	0.139043017789	0.109111912794	0.0	0	0	na	na
P32494	NGG1	Q08412	CUE5	0|2|3|4	13|32|12|10	-	2.25	0.184619581141	0.141376929679	0.0	0	0	na	na
P32494	NGG1	Q12499	NOP58	55|44|49|46	35|34|34|38	-	48.5	1.34144275367	1.29610445987	0.0	0	0	na	na
P32494	NGG1	Q05949	BUR2	3|1|3|3	0|0|0|0	-	2.5	3.44044631667	3.31978682592	0.84	0	0	na	na
P32494	NGG1	P53877	IPI3	9|8|7|8	12|10|11|14	-	8.0	0.69397744639	0.650513894614	0.0	0	0	na	na
P32494	NGG1	P17883	SKI3	10|13|9|14	12|8|8|13	-	11.5	1.09381519104	0.994595474146	0.0	0	0	na	na
P32494	NGG1	P53691	CPR6	0|0|0|1	7|8|10|7	-	0.25	0.137383200087	0.126182626879	0.0	0	0	na	na
P32494	NGG1	P53874	UBP10	1|1|1|1	0|0|0|0	-	1.0	1.98560376191	1.985387109	0.0	0	0	na	na
P32494	NGG1	Q05942	RSA3	8|7|7|8	3|3|2|4	-	7.5	2.09872362429	1.95140406634	0.28	0	0	na	na
P32494	NGG1	P42073	REF2	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P35201	MIF2	4|4|5|10	0|0|0|0	-	5.75	6.63542644639	6.2912132771	0.99	0	0	na	na
P32494	NGG1	P35207	SKI2	18|15|16|17	14|10|10|15	-	16.5	1.2963454017	1.20603009097	0.0	0	0	na	na
P32494	NGG1	P05453	SUP35	10|2|10|2	22|26|23|22	-	6.0	0.283148992052	0.22987160751	0.0	0	0	na	na
P32494	NGG1	P28241	IDH2	12|7|8|6	17|19|15|16	-	8.25	0.513566397716	0.491729797784	0.0	0	0	na	na
P32494	NGG1	P53905	LSM7	3|5|3|3	1|0|1|1	-	3.5	2.5295140531	2.16384767703	0.74	0	0	na	na
P32494	NGG1	P53904	ALF1	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	P46985	MNN11	1|2|2|3	1|6|2|1	-	2.0	0.866358147284	0.738647588617	0.0	0	0	na	na
P32494	NGG1	P25605	ILV6	1|1|0|0	23|27|20|23	-	0.5	0.0619134280963	0.0566684011352	0.0	0	0	na	na
P32494	NGG1	P53278	YGR130C	1|5|1|3	37|38|33|40	-	2.5	0.0921125619731	0.0801285929421	0.0	0	0	na	na
P32494	NGG1	P32642	GRX4	1|1|0|0	2|2|2|2	-	0.5	0.498599530095	0.463229917984	0.0	0	0	na	na
P32494	NGG1	P32319	PEP1	5|1|1|6	16|29|11|17	-	3.25	0.218313384573	0.167768651418	0.0	0	0	na	na
P32494	NGG1	P53272	YGR122W	5|0|2|1	3|7|5|6	-	2.0	0.471979560025	0.348330094501	0.0	0	0	na	na
P32494	NGG1	Q04781	RKR1	116|121|133|133	2|3|1|3	-	125.75	38.7415362295	34.4758683229	1.0	0	0	na	na
P32494	NGG1	P41812	POP1	5|3|1|1	0|0|0|0	-	2.5	3.4597517254	3.10228325672	0.59	0	0	na	na
P32494	NGG1	P41810	SEC26	14|15|9|14	28|26|30|31	-	13.0	0.462921912678	0.432892724045	0.0	0	0	na	na
P32494	NGG1	P41811	SEC27	25|21|24|23	69|67|68|63	-	23.25	0.351669036129	0.344052970413	0.0	0	0	na	na
P32494	NGG1	Q04545	TDA9	0|1|2|1	8|7|11|9	-	1.0	0.203014059054	0.175508239303	0.0	0	0	na	na
P32494	NGG1	P04076	ARG4	0|0|1|1	4|7|2|6	-	0.5	0.261868182895	0.214822601855	0.0	0	0	na	na
P32494	NGG1	P41819	DIM1	18|21|18|21	0|0|0|1	-	19.5	16.1966538471	15.125433197	1.0	0	0	na	na
P32494	NGG1	P36520	MRPL10	1|2|0|1	0|0|0|0	-	1.0	1.99681789167	1.85290009758	0.38	0	0	na	na
P32494	NGG1	P32794	AFG2	6|1|3|3	39|43|45|38	-	3.25	0.0982477210135	0.0877498807926	0.0	0	0	na	na
P32494	NGG1	P32793	YSC84	1|0|0|1	2|3|0|1	-	0.5	0.601084509443	0.474584876641	0.0	0	0	na	na
P32494	NGG1	P32790	SLA1	8|13|10|12	5|10|9|12	-	10.75	1.16659244415	1.01599705417	0.0	0	0	na	na
P32494	NGG1	Q12270	RBD2	1|0|1|3	2|5|0|1	-	1.25	0.754111630012	0.552121105063	0.01	0	0	na	na
P32494	NGG1	P48361	ASK10	5|3|4|11	0|1|0|0	-	5.75	5.35958113447	4.63392592586	0.93	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q12277	RRP42	1|3|2|1	0|1|1|1	-	1.75	1.57506577486	1.31254042088	0.35	0	0	na	na
P32494	NGG1	Q12276	HER1	2|3|2|2	0|0|0|1	-	2.25	2.58445417024	2.39680023672	0.8	0	0	na	na
P32494	NGG1	P36525	MRPL24	0|0|0|2	0|0|0|0	-	0.5	1.48201434799	1.30811189923	0.16	0	0	na	na
P32494	NGG1	Q05543	RTT103	4|4|8|1	6|7|2|4	-	4.25	0.914170237531	0.69532757251	0.0	0	0	na	na
P32494	NGG1	Q05541	NSE3	1|0|2|1	1|1|3|0	-	1.0	0.867144205238	0.680547983191	0.06	0	0	na	na
P32494	NGG1	P38889	SKN7	0|1|0|0	2|3|2|1	-	0.25	0.421139572231	0.359937364572	0.0	0	0	na	na
P32494	NGG1	P38886	RPN10	15|15|12|10	12|13|11|9	-	13.0	1.13014697604	1.04972755798	0.0	0	0	na	na
P32494	NGG1	P38883	RIX1	5|8|6|6	0|0|0|2	-	6.25	4.79660886999	4.25408239898	0.97	0	0	na	na
P32494	NGG1	P38882	UTP9	23|24|20|19	0|1|0|0	-	21.5	18.0163708598	16.8461853852	1.0	0	0	na	na
P32494	NGG1	P25382	RSA4	8|7|4|5	1|1|0|3	-	6.0	3.08928592513	2.53905387167	0.79	0	0	na	na
P32494	NGG1	P40507	AIR1	1|2|2|2	0|0|0|0	-	1.75	2.73176177522	2.6891122953	0.72	0	0	na	na
P32494	NGG1	P40505	SDS3	2|4|4|3	10|6|4|4	-	3.25	0.602053253086	0.53603709145	0.0	0	0	na	na
P32494	NGG1	P40033	RSM18	1|0|0|1	0|0|0|1	-	0.5	1.18479425518	1.05072074387	0.0	0	0	na	na
P32494	NGG1	P40037	HMF1	0|0|0|1	2|2|1|1	-	0.25	0.498031065737	0.445653473219	0.0	0	0	na	na
P32494	NGG1	O13516	RPS9A	1|1|1|1	1|1|1|0	-	1.0	1.13314761227	0.9911800425	0.0	0	0	na	na
P32494	NGG1	P11484	SSB1	2|3|2|2	2|4|3|2	-	2.25	0.865127065788	0.802915291499	0.0	0	0	na	na
P32494	NGG1	P54837	ERV25	2|1|1|2	7|10|6|8	-	1.5	0.283441330762	0.264319246258	0.0	0	0	na	na
P32494	NGG1	P36160	RPF2	7|8|7|6	0|0|0|2	-	7.0	5.28080963053	4.72407384335	0.99	0	0	na	na
P32494	NGG1	P36161	NUP133	2|0|1|2	7|20|13|7	-	1.25	0.174931416159	0.143275884231	0.0	0	0	na	na
P32494	NGG1	P36162	DAD2	0|0|1|0	1|1|1|2	-	0.25	0.553868674561	0.503722623014	0.0	0	0	na	na
P32494	NGG1	P36166	PXL1	6|6|7|9	0|0|0|0	-	7.0	7.88361244824	7.80894724652	1.0	0	0	na	na
P32494	NGG1	P36168	ESL2	1|0|0|0	0|0|0|0	-	0.25	1.2394457486	1.18288122323	0.0	0	0	na	na
P32494	NGG1	P25555	GBP2	11|16|20|16	3|6|2|3	-	15.75	3.72683562546	3.31210695481	0.83	0	0	na	na
P32494	NGG1	P25554	SGF29	75|72|88|70	3|3|3|3	-	76.25	19.0116601695	18.6131422075	1.0	1	1	 || pubmed:24307402|pubmed:11283351|pubmed:16554755|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:24307402|pubmed:11283351|pubmed:16554755|pubmed:16429126|pubmed:25216679|pubmed:21734642 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q3E705	EFG1	2|2|2|2	0|0|0|0	-	2.0	2.97120752383	2.97062970365	0.86	0	0	na	na
P32494	NGG1	Q06205	FPR4	11|14|12|16	3|0|3|3	-	13.25	4.25640682302	3.41948593899	0.97	0	0	na	na
P32494	NGG1	P15019	TAL1	3|1|1|6	10|12|7|10	-	2.75	0.343000204818	0.279548909845	0.0	0	0	na	na
P32494	NGG1	P25558	BUD3	2|1|2|4	0|0|0|1	-	2.25	2.55696365169	2.2826066704	0.64	0	0	na	na
P32494	NGG1	Q12017	PLP2	5|4|6|4	0|0|0|0	-	4.75	5.67579750581	5.62225320669	1.0	0	0	na	na
P32494	NGG1	P36015	YKT6	11|8|10|6	7|11|10|7	-	8.75	0.987834382935	0.913501267374	0.0	0	0	na	na
P32494	NGG1	P36017	VPS21	1|0|1|0	2|2|2|2	-	0.5	0.494866053586	0.460652955145	0.0	0	0	na	na
P32494	NGG1	P36010	YNK1	1|1|1|2	4|3|3|6	-	1.25	0.444372290695	0.405227958612	0.0	0	0	na	na
P32494	NGG1	P0CX25;P0CX26	P0CX25;P0CX26	25|21|26|21	11|14|11|12	-	23.25	1.84195916498	1.80335737894	0.01	0	0	na	na
P32494	NGG1	P37012	PGM2	1|1|2|1	3|4|3|7	-	1.25	0.426297449382	0.390531636961	0.0	0	0	na	na
P32494	NGG1	P11792	SCH9	0|1|1|0	6|5|6|5	-	0.5	0.230567633212	0.208059740571	0.0	0	0	na	na
P32494	NGG1	P12688	YPK1	4|3|10|4	31|27|28|25	-	5.25	0.213809526747	0.190833280758	0.0	0	0	na	na
P32494	NGG1	P36018	YPT52	1|0|0|1	6|7|6|4	-	0.5	0.219477185846	0.191050895743	0.0	0	0	na	na
P32494	NGG1	P0CX47;P0CX48	P0CX47;P0CX48	46|44|44|42	23|23|21|21	-	44.0	1.92729390172	1.89664046245	0.0	0	0	na	na
P32494	NGG1	P0CT04	PBI2	1|0|1|1	0|0|0|0	-	0.75	1.72742127738	1.66274356914	0.0	0	0	na	na
P32494	NGG1	P25443	RPS2	30|26|27|27	21|24|22|26	-	27.5	1.15763957167	1.13051146977	0.0	0	0	na	na
P32494	NGG1	P0CS90	SSC1	16|20|15|20	59|67|52|59	-	17.75	0.307940553821	0.297580328191	0.0	0	0	na	na
P32494	NGG1	P40340	YTA7	41|42|38|49	1|2|1|2	-	42.5	17.2467554481	16.1854271859	1.0	0	1	na	 || pubmed:21179020 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P33202	UFD4	10|6|11|9	42|48|49|56	-	9.0	0.197345482098	0.186988132458	0.0	0	0	na	na
P32494	NGG1	P33203	PRP40	2|1|2|0	0|0|0|0	-	1.25	2.2310106913	2.04927213577	0.39	0	0	na	na
P32494	NGG1	P0C2J3;P0CX63;P0CX64	P0C2J3;P0CX63;P0CX64	3|2|2|2	3|4|3|4	-	2.25	0.715308116563	0.689551580445	0.0	0	0	na	na
P32494	NGG1	P40348	RFC2	13|3|9|5	22|21|23|18	-	7.5	0.376742161855	0.324834096413	0.0	0	0	na	na
P32494	NGG1	P04786	TOP1	8|2|4|6	0|0|0|0	-	5.0	5.86584742098	5.46499834641	0.93	0	0	na	na
P32494	NGG1	Q3E772	YGR169C-A	10|9|10|8	2|3|1|4	-	9.25	2.91195422232	2.55248141856	0.81	0	0	na	na
P32494	NGG1	P19812	UBR1	1|4|2|1	28|32|28|29	-	2.0	0.099459271462	0.0910496519288	0.0	0	0	na	na
P32494	NGG1	P16370	RPB3	22|19|21|19	17|14|18|16	-	20.25	1.20728795328	1.1343438507	0.0	0	0	na	na
P32494	NGG1	P37304	PAM1	0|0|1|0	0|1|0|0	-	0.25	1.01096695161	0.905544960869	0.0	0	0	na	na
P32494	NGG1	P37303	GLY1	1|1|1|0	5|6|4|3	-	0.75	0.318285710025	0.280601496272	0.0	0	0	na	na
P32494	NGG1	Q05040	FAR8	1|1|1|3	3|1|1|1	-	1.5	0.981185110861	0.869659679951	0.02	0	0	na	na
P32494	NGG1	Q06337	EAF1	6|5|8|10	0|0|0|0	-	7.25	8.11340549247	7.92236009102	1.0	1	1	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18676811 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P15303	SEC23	3|2|2|1	16|14|20|17	-	2.0	0.166262295318	0.150921719928	0.0	0	0	na	na
P32494	NGG1	Q03124	RSC9	10|5|9|7	2|3|2|6	-	7.75	2.02940984517	1.81604075797	0.33	0	0	na	na
P32494	NGG1	Q03653	EFR3	0|0|0|1	0|0|0|0	-	0.25	1.24100717399	1.18382350095	0.0	0	0	na	na
P32494	NGG1	Q06151	DCS1	0|2|0|1	5|5|7|4	-	0.75	0.27964812566	0.233282503139	0.0	0	0	na	na
P32494	NGG1	Q03654	CEF1	0|1|1|2	0|0|0|0	-	1.0	1.9871651873	1.85465014902	0.32	0	0	na	na
P32494	NGG1	Q03305	RMT2	1|1|1|0	21|22|19|19	-	0.75	0.0821052846013	0.0773714233291	0.0	0	0	na	na
P32494	NGG1	Q03656	SKY1	3|3|4|3	1|1|1|2	-	3.25	1.86720204143	1.77416339927	0.39	0	0	na	na
P32494	NGG1	Q03497	STE20	72|65|64|71	1|1|2|0	-	68.0	33.7237239244	28.8600658572	1.0	0	0	na	na
P32494	NGG1	Q08204	SMC5	3|1|2|3	0|0|0|0	-	2.25	3.19347796189	3.09019711361	0.64	0	0	na	na
P32494	NGG1	P38431	TIF5	6|9|7|5	24|25|26|25	-	6.75	0.295341788313	0.282521686807	0.0	0	0	na	na
P32494	NGG1	P40509	SEC28	6|5|4|5	8|10|10|9	-	5.0	0.577288248361	0.554835092667	0.0	0	0	na	na
P32494	NGG1	P17157	PHO85	0|2|0|2	1|3|1|0	-	1.0	0.9005063232	0.659244016468	0.07	1	1	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P48510	DSK2	1|0|0|0	6|10|6|6	-	0.25	0.156007683525	0.143148009689	0.0	0	0	na	na
P32494	NGG1	P39927	PTI1	0|0|1|0	4|6|3|2	-	0.25	0.264589882051	0.224673902723	0.0	0	0	na	na
P32494	NGG1	P38439	LEO1	96|89|80|87	1|3|2|2	-	88.0	29.4206875021	26.5301851935	1.0	0	0	na	na
P32494	NGG1	P39923	NPR2	24|28|22|28	1|1|0|0	-	25.5	17.5553367328	15.723154788	1.0	0	0	na	na
P32494	NGG1	P04147	PAB1	4|5|5|3	24|31|25|24	-	4.25	0.193261958053	0.185572996321	0.0	1	1	 || pubmed:9488488 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:9488488 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q03012	SPP1	1|0|2|2	0|0|0|0	-	1.25	2.21539680615	2.03228695462	0.47	1	1	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:18931302 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q03010	UME1	3|2|1|2	2|4|1|3	-	2.0	0.857101811281	0.734158689876	0.0	0	0	na	na
P32494	NGG1	Q07551	YDL124W	1|3|0|4	4|4|6|9	-	2.0	0.439258456342	0.334852306195	0.0	0	0	na	na
P32494	NGG1	P57743	LSM3	2|3|2|2	3|3|3|5	-	2.25	0.716910502182	0.674036749632	0.0	0	0	na	na
P32494	NGG1	P14832	CPR1	8|14|12|12	14|13|10|15	-	11.5	0.885170044854	0.817998480287	0.0	0	0	na	na
P32494	NGG1	P39692	MET10	3|2|1|1	46|46|45|38	-	1.75	0.0607391493161	0.0557660250905	0.0	0	0	na	na
P32494	NGG1	P31688	TPS2	1|1|5|5	15|14|11|11	-	3.0	0.28643260872	0.23889813313	0.0	0	0	na	na
P32494	NGG1	P0CX37;P0CX38	P0CX37;P0CX38	57|46|52|51	33|33|32|35	-	51.5	1.50619626116	1.46878441566	0.0	0	0	na	na
P32494	NGG1	P27801	PEP3	2|0|1|0	0|2|1|0	-	0.75	0.998079383399	0.786715777797	0.16	0	0	na	na
P32494	NGG1	P27809	KRE2	0|0|0|1	13|13|11|9	-	0.25	0.0992720120468	0.0887408012847	0.0	0	0	na	na
P32494	NGG1	O14467	MBF1	21|15|20|15	10|10|7|5	-	17.75	2.05433273546	1.83172832495	0.12	0	0	na	na
P32494	NGG1	Q03338	PRP3	1|1|1|1	0|0|0|0	-	1.0	1.98560376191	1.985387109	0.0	0	0	na	na
P32494	NGG1	P09436	ILS1	19|9|9|8	63|73|71|54	-	11.25	0.181348901491	0.162956180265	0.0	0	0	na	na
P32494	NGG1	P0CX55;P0CX56	P0CX55;P0CX56	41|37|40|38	27|32|25|30	-	39.0	1.33851862513	1.3052816427	0.0	0	0	na	na
P32494	NGG1	Q04377	LCD1	18|23|23|20	1|0|0|1	-	21.0	14.4404136579	12.8900694309	1.0	0	0	na	na
P32494	NGG1	P0CX53;P0CX54	P0CX53;P0CX54	24|33|36|31	13|19|17|22	-	31.0	1.68960962051	1.54721843817	0.0	0	0	na	na
P32494	NGG1	Q04373	PUF6	2|3|3|1	1|0|0|0	-	2.25	2.57478744125	2.31400489526	0.75	0	0	na	na
P32494	NGG1	Q04372	TAP42	27|19|24|21	3|5|2|3	-	22.75	5.54831420451	5.06940775238	1.0	0	0	na	na
P32494	NGG1	P39109	YCF1	0|0|0|1	0|1|0|1	-	0.25	0.836830238858	0.720095711429	0.0	0	0	na	na
P32494	NGG1	P53114	NUT1	8|8|11|14	10|9|5|7	-	10.25	1.2690034888	1.13482169296	0.0	0	0	na	na
P32494	NGG1	P04911;P04912	P04911;P04912	16|15|12|14	6|4|4|5	-	14.25	2.60686811064	2.44740951723	0.62	0	0	na	na
P32494	NGG1	Q12415	TFC7	1|1|0|0	1|2|1|2	-	0.5	0.602710867282	0.535472105081	0.0	0	0	na	na
P32494	NGG1	P02406	RPL28	64|54|52|38	26|28|28|25	-	52.0	1.88080918997	1.80911443169	0.5	0	0	na	na
P32494	NGG1	P02400	RPP2B	17|19|21|21	16|18|17|19	-	19.5	1.09274030587	1.06750184711	0.0	0	0	na	na
P32494	NGG1	P39743	RVS167	7|6|6|7	44|50|44|48	-	6.5	0.155731776692	0.154124571067	0.0	0	0	na	na
P32494	NGG1	P17891	CLC1	1|3|1|1	14|13|13|12	-	1.5	0.17831900348	0.164498135379	0.0	0	0	na	na
P32494	NGG1	Q02204	MRPL13	1|0|2|1	0|1|0|0	-	1.0	1.60071637749	1.40261967605	0.45	0	0	na	na
P32494	NGG1	Q05934	VID22	1|1|2|1	3|3|3|1	-	1.25	0.636710616741	0.54776391515	0.0	0	0	na	na
P32494	NGG1	P11076;P19146	P11076;P19146	4|1|1|4	9|6|6|6	-	2.5	0.44044619148	0.381769648661	0.0	0	0	na	na
P32494	NGG1	P32495	NHP2	19|15|13|16	4|10|6|7	-	15.75	2.14665345293	1.91796730372	0.24	0	0	na	na
P32494	NGG1	P32496	RPN12	18|13|18|17	11|14|12|11	-	16.5	1.3255185122	1.28566961084	0.0	0	0	na	na
P32494	NGG1	P32497	NIP1	23|20|22|18	14|16|11|12	-	20.75	1.50932359472	1.44679831813	0.0	0	0	na	na
P32494	NGG1	P32492	MYO4	0|0|1|0	1|2|1|1	-	0.25	0.557858774068	0.513069078365	0.0	0	0	na	na
P32494	NGG1	P53063	RAI1	4|9|6|4	0|0|0|0	-	5.75	6.72726417989	6.39553050718	1.0	0	0	na	na
P32494	NGG1	P53064	RTF1	185|158|154|230	1|1|2|2	-	181.75	71.4312285025	65.6552755074	1.0	0	0	na	na
P32494	NGG1	P53067	KAP114	1|2|2|2	1|0|0|0	-	1.75	2.17401620415	2.00370835214	0.68	0	0	na	na
P32494	NGG1	P27705	MIG1	1|3|1|3	0|0|0|0	-	2.0	2.98398307897	2.80693235406	0.66	0	0	na	na
P32494	NGG1	Q12306	SMT3	4|2|3|3	0|0|0|0	-	3.0	3.93807454981	3.88780750441	0.96	0	0	na	na
P32494	NGG1	Q08245	ZEO1	1|1|1|1	0|0|1|0	-	1.0	1.57300661602	1.47094997503	0.0	0	0	na	na
P32494	NGG1	P17967	PDI1	10|6|13|13	41|42|37|41	-	10.5	0.273567093016	0.261805686668	0.0	0	0	na	na
P32494	NGG1	Q12680	GLT1	5|3|3|5	47|33|35|44	-	4.0	0.120173402691	0.110031921641	0.0	0	0	na	na
P32494	NGG1	P25638	TAH1	1|2|0|0	3|1|2|7	-	0.75	0.410763937579	0.309646177351	0.0	0	0	na	na
P32494	NGG1	Q6Q560	ISD11	0|0|0|1	3|4|3|5	-	0.25	0.261924484423	0.238777956901	0.0	0	0	na	na
P32494	NGG1	P25635	PWP2	51|54|49|50	0|1|0|0	-	51.0	41.595329198	39.0558549995	1.0	0	0	na	na
P32494	NGG1	Q99383	HRP1	1|2|0|0	20|20|18|21	-	0.75	0.0845699306071	0.0740958495419	0.0	0	0	na	na
P32494	NGG1	Q02821	SRP1	1|2|3|2	5|4|5|5	-	2.0	0.515731996737	0.471840703083	0.0	0	0	na	na
P32494	NGG1	P25632	RSC6	8|6|6|3	1|2|1|1	-	5.75	2.98374447235	2.76662760255	0.77	0	0	na	na
P32494	NGG1	P08566	ARO1	16|11|11|19	45|55|42|43	-	14.25	0.317560192572	0.304246039527	0.0	0	0	na	na
P32494	NGG1	P12868	PEP5	4|0|0|3	1|1|0|2	-	1.75	1.34776057491	0.898047625062	0.32	0	0	na	na
P32494	NGG1	Q04792	GAD1	3|0|1|3	13|14|13|17	-	1.75	0.176220529623	0.149505705299	0.0	0	0	na	na
P32494	NGG1	P23250	RPI1	4|3|2|5	2|2|2|3	-	3.5	1.36213086393	1.27247112132	0.07	0	0	na	na
P32494	NGG1	P23254	TKL1	5|8|6|5	24|23|21|17	-	6.0	0.311961643713	0.287550023664	0.0	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	P23255	TAF2	9|11|7|8	1|3|2|3	-	8.75	2.98809384819	2.62042139087	0.72	0	0	na	na
P32494	NGG1	P41807	VMA13	2|0|3|1	8|11|8|6	-	1.5	0.267016802606	0.219184573123	0.0	0	0	na	na
P32494	NGG1	P07280;P07281	P07280;P07281	39|37|40|36	20|24|21|23	-	38.0	1.67292427261	1.6365482627	0.0	0	0	na	na
P32494	NGG1	P54861	DNM1	6|5|1|4	19|23|24|17	-	4.0	0.226737858881	0.194177424166	0.0	0	0	na	na
P32494	NGG1	P54860	UFD2	1|0|0|0	1|3|3|1	-	0.25	0.414071389965	0.355750922053	0.0	0	0	na	na
P32494	NGG1	Q12074	SPE3	2|3|2|4	4|8|8|10	-	2.75	0.437275580591	0.377002317244	0.0	0	0	na	na
P32494	NGG1	Q12247	FYV7	1|2|2|4	0|0|0|0	-	2.25	3.21377612321	3.05166093398	0.83	0	0	na	na
P32494	NGG1	P53119	HUL5	1|1|1|0	0|2|1|0	-	0.75	1.00891499663	0.85035094787	0.0	0	0	na	na
P32494	NGG1	Q04600	TMA64	1|1|2|2	0|0|0|0	-	1.5	2.47357929069	2.42663775484	0.63	0	0	na	na
P32494	NGG1	P32074	SEC21	16|17|16|16	26|30|26|19	-	16.25	0.649059038406	0.600359331085	0.0	0	0	na	na
P32494	NGG1	P39107	MNN9	1|3|3|2	4|4|3|0	-	2.25	0.863899271309	0.666253724097	0.0	0	0	na	na
P32494	NGG1	P53115	INO80	2|3|2|1	6|2|4|6	-	2.0	0.53819069386	0.448343450415	0.0	0	0	na	na
P32494	NGG1	P0CX33;P0CX34	P0CX33;P0CX34	10|12|15|16	12|9|6|11	-	13.25	1.33861755988	1.19754381489	0.0	0	0	na	na
P32494	NGG1	P53283;Q06451	P53283;Q06451	0|0|1|0	0|1|0|1	-	0.25	0.840849954816	0.722271450855	0.0	0	0	na	na
P32494	NGG1	D6VTK4	STE2	4|6|4|1	3|3|2|3	-	3.75	1.26516109056	1.08335303946	0.07	0	0	na	na
P32494	NGG1	P31383	TPD3	2|0|0|0	2|6|3|1	-	0.5	0.374385023073	0.284015324921	0.0	0	0	na	na
P32494	NGG1	P54730	UBX4	0|0|0|1	2|4|3|7	-	0.25	0.249169604718	0.210521360395	0.0	0	0	na	na
P32494	NGG1	Q02642	EGD1	1|1|1|1	0|1|2|1	-	1.0	0.989052180894	0.847209395384	0.0	0	0	na	na
P32494	NGG1	P15790	CKA1	20|19|18|23	1|2|0|3	-	20.0	8.36667607161	6.96086709546	1.0	0	0	na	na
P32494	NGG1	Q03834	MSH6	10|8|7|6	1|1|1|3	-	7.75	3.45262028749	3.16601909688	0.89	0	0	na	na
P32494	NGG1	Q12396	EMP46	1|0|0|1	0|0|0|0	-	0.5	1.4804529226	1.40032259088	0.0	0	0	na	na
P32494	NGG1	P40991	NOP2	33|24|31|28	2|1|3|2	-	29.0	9.72862301115	8.64199618569	1.0	0	0	na	na
P32494	NGG1	Q02796	LGE1	5|3|5|4	1|4|0|1	-	4.25	2.11923894561	1.75165861571	0.48	1	1	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 	 || pubmed:27708008 ||  ||  ||  ||  ||  ||  ||  || 
P32494	NGG1	Q02793	SKI8	4|3|5|2	4|3|4|7	-	3.5	0.805642690088	0.706603134557	0.0	0	0	na	na
